edge_id,pair_key,relation,source_id,target_id,inverse_relation,evidence
ED01019,L00510,oracle_associated_with_schedule,F0046,F0061,schedule_supports_oracle,A0074
ED01020,L00510,schedule_supports_oracle,F0061,F0046,oracle_associated_with_schedule,A0074
ED01021,L00511,oracle_associated_with_schedule,F0047,F0058,schedule_supports_oracle,A0075
ED01022,L00511,schedule_supports_oracle,F0058,F0047,oracle_associated_with_schedule,A0075
ED01023,L00512,oracle_associated_with_schedule,F0047,F0061,schedule_supports_oracle,A0076
ED01024,L00512,schedule_supports_oracle,F0061,F0047,oracle_associated_with_schedule,A0076
ED01025,L00513,oracle_associated_with_schedule,F0048,F0058,schedule_supports_oracle,A0077
ED01026,L00513,schedule_supports_oracle,F0058,F0048,oracle_associated_with_schedule,A0077
ED01027,L00514,oracle_associated_with_schedule,F0048,F0061,schedule_supports_oracle,A0078
ED01028,L00514,schedule_supports_oracle,F0061,F0048,oracle_associated_with_schedule,A0078
ED01029,L00515,oracle_associated_with_schedule,F0049,F0058,schedule_supports_oracle,A0079
ED01030,L00515,schedule_supports_oracle,F0058,F0049,oracle_associated_with_schedule,A0079
ED01031,L00516,oracle_associated_with_schedule,F0049,F0061,schedule_supports_oracle,A0080
ED01032,L00516,schedule_supports_oracle,F0061,F0049,oracle_associated_with_schedule,A0080
ED01033,L00517,oracle_associated_with_schedule,F0050,F0061,schedule_supports_oracle,A0081
ED01034,L00517,schedule_supports_oracle,F0061,F0050,oracle_associated_with_schedule,A0081
ED01035,L00518,oracle_associated_with_schedule,F0050,F0063,schedule_supports_oracle,A0082
ED01036,L00518,schedule_supports_oracle,F0063,F0050,oracle_associated_with_schedule,A0082
ED01037,L00519,oracle_associated_with_schedule,F0051,F0061,schedule_supports_oracle,A0083
ED01038,L00519,schedule_supports_oracle,F0061,F0051,oracle_associated_with_schedule,A0083
ED01039,L00520,oracle_associated_with_schedule,F0051,F0063,schedule_supports_oracle,A0084
ED01040,L00520,schedule_supports_oracle,F0063,F0051,oracle_associated_with_schedule,A0084
ED01041,L00521,oracle_associated_with_schedule,F0052,F0061,schedule_supports_oracle,A0085
ED01042,L00521,schedule_supports_oracle,F0061,F0052,oracle_associated_with_schedule,A0085
ED01043,L00522,oracle_associated_with_schedule,F0052,F0063,schedule_supports_oracle,A0086
ED01044,L00522,schedule_supports_oracle,F0063,F0052,oracle_associated_with_schedule,A0086
ED01045,L00523,oracle_associated_with_schedule,F0053,F0061,schedule_supports_oracle,A0087
ED01046,L00523,schedule_supports_oracle,F0061,F0053,oracle_associated_with_schedule,A0087
ED01047,L00524,oracle_associated_with_schedule,F0053,F0063,schedule_supports_oracle,A0088
ED01048,L00524,schedule_supports_oracle,F0063,F0053,oracle_associated_with_schedule,A0088
ED01049,L00525,oracle_associated_with_schedule,F0054,F0061,schedule_supports_oracle,A0089
ED01050,L00525,schedule_supports_oracle,F0061,F0054,oracle_associated_with_schedule,A0089
ED01051,L00526,oracle_associated_with_schedule,F0054,F0063,schedule_supports_oracle,A0090
ED01052,L00526,schedule_supports_oracle,F0063,F0054,oracle_associated_with_schedule,A0090
ED01053,L00527,oracle_associated_with_schedule,F0055,F0061,schedule_supports_oracle,A0091
ED01054,L00527,schedule_supports_oracle,F0061,F0055,oracle_associated_with_schedule,A0091
ED01055,L00528,oracle_associated_with_schedule,F0055,F0063,schedule_supports_oracle,A0092
ED01056,L00528,schedule_supports_oracle,F0063,F0055,oracle_associated_with_schedule,A0092
ED01057,L00529,oracle_associated_with_schedule,F0056,F0061,schedule_supports_oracle,A0093
ED01058,L00529,schedule_supports_oracle,F0061,F0056,oracle_associated_with_schedule,A0093
ED01059,L00530,oracle_associated_with_schedule,F0056,F0063,schedule_supports_oracle,A0094
ED01060,L00530,schedule_supports_oracle,F0063,F0056,oracle_associated_with_schedule,A0094
ED01061,L00531,oracle_associated_with_schedule,F0057,F0058,schedule_supports_oracle,A0095
ED01062,L00531,schedule_supports_oracle,F0058,F0057,oracle_associated_with_schedule,A0095
ED01063,L00532,oracle_associated_with_schedule,F0057,F0061,schedule_supports_oracle,A0096
ED01064,L00532,schedule_supports_oracle,F0061,F0057,oracle_associated_with_schedule,A0096
ED01065,L00533,oracle_associated_with_schedule,F0059,F0061,schedule_supports_oracle,A0097
ED01066,L00533,schedule_supports_oracle,F0061,F0059,oracle_associated_with_schedule,A0097
ED01067,L00534,oracle_associated_with_schedule,F0059,F0063,schedule_supports_oracle,A0098
ED01068,L00534,schedule_supports_oracle,F0063,F0059,oracle_associated_with_schedule,A0098
ED01069,L00535,oracle_associated_with_schedule,F0064,F0058,schedule_supports_oracle,A0099
ED01070,L00535,schedule_supports_oracle,F0058,F0064,oracle_associated_with_schedule,A0099
ED01071,L00536,oracle_associated_with_schedule,F0066,F0065,schedule_supports_oracle,A0100
ED01072,L00536,schedule_supports_oracle,F0065,F0066,oracle_associated_with_schedule,A0100
ED01073,L00537,oracle_associated_with_schedule,F0067,F0079,schedule_supports_oracle,A0101
ED01074,L00537,schedule_supports_oracle,F0079,F0067,oracle_associated_with_schedule,A0101
ED01075,L00538,oracle_associated_with_schedule,F0069,F0079,schedule_supports_oracle,A0102
ED01076,L00538,schedule_supports_oracle,F0079,F0069,oracle_associated_with_schedule,A0102
ED01077,L00539,oracle_associated_with_schedule,F0071,F0079,schedule_supports_oracle,A0103
ED01078,L00539,schedule_supports_oracle,F0079,F0071,oracle_associated_with_schedule,A0103
ED01079,L00540,oracle_associated_with_schedule,F0072,F0079,schedule_supports_oracle,A0104
ED01080,L00540,schedule_supports_oracle,F0079,F0072,oracle_associated_with_schedule,A0104
ED01081,L00541,oracle_associated_with_schedule,F0073,F0079,schedule_supports_oracle,A0105
ED01082,L00541,schedule_supports_oracle,F0079,F0073,oracle_associated_with_schedule,A0105
ED01083,L00542,oracle_associated_with_schedule,F0074,F0077,schedule_supports_oracle,A0106
ED01084,L00542,schedule_supports_oracle,F0077,F0074,oracle_associated_with_schedule,A0106
ED01085,L00543,oracle_associated_with_schedule,F0076,F0077,schedule_supports_oracle,A0107
ED01086,L00543,schedule_supports_oracle,F0077,F0076,oracle_associated_with_schedule,A0107
ED01087,L00544,oracle_associated_with_schedule,F0084,F0090,schedule_supports_oracle,A0108
ED01088,L00544,schedule_supports_oracle,F0090,F0084,oracle_associated_with_schedule,A0108
ED01089,L00545,oracle_associated_with_schedule,F0084,F0102,schedule_supports_oracle,A0109
ED01090,L00545,schedule_supports_oracle,F0102,F0084,oracle_associated_with_schedule,A0109
ED01091,L00546,oracle_associated_with_schedule,F0085,F0090,schedule_supports_oracle,A0110
ED01092,L00546,schedule_supports_oracle,F0090,F0085,oracle_associated_with_schedule,A0110
ED01093,L00547,oracle_associated_with_schedule,F0085,F0102,schedule_supports_oracle,A0111
ED01094,L00547,schedule_supports_oracle,F0102,F0085,oracle_associated_with_schedule,A0111
ED01095,L00548,oracle_associated_with_schedule,F0086,F0090,schedule_supports_oracle,A0112
ED01096,L00548,schedule_supports_oracle,F0090,F0086,oracle_associated_with_schedule,A0112
ED01097,L00549,oracle_associated_with_schedule,F0086,F0102,schedule_supports_oracle,A0113
ED01098,L00549,schedule_supports_oracle,F0102,F0086,oracle_associated_with_schedule,A0113
ED01099,L00550,oracle_associated_with_schedule,F0087,F0090,schedule_supports_oracle,A0114
ED01100,L00550,schedule_supports_oracle,F0090,F0087,oracle_associated_with_schedule,A0114
ED01101,L00551,oracle_associated_with_schedule,F0087,F0102,schedule_supports_oracle,A0115
ED01102,L00551,schedule_supports_oracle,F0102,F0087,oracle_associated_with_schedule,A0115
ED01103,L00552,oracle_associated_with_schedule,F0088,F0090,schedule_supports_oracle,A0116
ED01104,L00552,schedule_supports_oracle,F0090,F0088,oracle_associated_with_schedule,A0116
ED01105,L00553,oracle_associated_with_schedule,F0088,F0102,schedule_supports_oracle,A0117
ED01106,L00553,schedule_supports_oracle,F0102,F0088,oracle_associated_with_schedule,A0117
ED01107,L00554,oracle_associated_with_schedule,F0089,F0090,schedule_supports_oracle,A0118
ED01108,L00554,schedule_supports_oracle,F0090,F0089,oracle_associated_with_schedule,A0118
ED01109,L00555,oracle_associated_with_schedule,F0089,F0102,schedule_supports_oracle,A0119
ED01110,L00555,schedule_supports_oracle,F0102,F0089,oracle_associated_with_schedule,A0119
ED01111,L00556,oracle_associated_with_schedule,F0091,F0090,schedule_supports_oracle,A0120
ED01112,L00556,schedule_supports_oracle,F0090,F0091,oracle_associated_with_schedule,A0120
ED01113,L00557,oracle_associated_with_schedule,F0091,F0102,schedule_supports_oracle,A0121
ED01114,L00557,schedule_supports_oracle,F0102,F0091,oracle_associated_with_schedule,A0121
ED01115,L00558,oracle_associated_with_schedule,F0092,F0090,schedule_supports_oracle,A0122
ED01116,L00558,schedule_supports_oracle,F0090,F0092,oracle_associated_with_schedule,A0122
ED01117,L00559,oracle_associated_with_schedule,F0092,F0102,schedule_supports_oracle,A0123
ED01118,L00559,schedule_supports_oracle,F0102,F0092,oracle_associated_with_schedule,A0123
ED01119,L00560,oracle_associated_with_schedule,F0093,F0090,schedule_supports_oracle,A0124
ED01120,L00560,schedule_supports_oracle,F0090,F0093,oracle_associated_with_schedule,A0124
ED01121,L00561,oracle_associated_with_schedule,F0093,F0102,schedule_supports_oracle,A0125
ED01122,L00561,schedule_supports_oracle,F0102,F0093,oracle_associated_with_schedule,A0125
ED01123,L00562,oracle_associated_with_schedule,F0094,F0090,schedule_supports_oracle,A0126
ED01124,L00562,schedule_supports_oracle,F0090,F0094,oracle_associated_with_schedule,A0126
ED01125,L00563,oracle_associated_with_schedule,F0094,F0102,schedule_supports_oracle,A0127
ED01126,L00563,schedule_supports_oracle,F0102,F0094,oracle_associated_with_schedule,A0127
ED01127,L00564,oracle_associated_with_schedule,F0095,F0090,schedule_supports_oracle,A0128
ED01128,L00564,schedule_supports_oracle,F0090,F0095,oracle_associated_with_schedule,A0128
ED01129,L00565,oracle_associated_with_schedule,F0095,F0102,schedule_supports_oracle,A0129
ED01130,L00565,schedule_supports_oracle,F0102,F0095,oracle_associated_with_schedule,A0129
ED01131,L00566,oracle_associated_with_schedule,F0096,F0090,schedule_supports_oracle,A0130
ED01132,L00566,schedule_supports_oracle,F0090,F0096,oracle_associated_with_schedule,A0130
ED01133,L00567,oracle_associated_with_schedule,F0096,F0102,schedule_supports_oracle,A0131
ED01134,L00567,schedule_supports_oracle,F0102,F0096,oracle_associated_with_schedule,A0131
ED01135,L00568,oracle_associated_with_schedule,F0135,F0008,schedule_supports_oracle,A0132
ED01136,L00568,schedule_supports_oracle,F0008,F0135,oracle_associated_with_schedule,A0132
ED01137,L00569,oracle_associated_with_schedule,F0135,F0009,schedule_supports_oracle,A0133
ED01138,L00569,schedule_supports_oracle,F0009,F0135,oracle_associated_with_schedule,A0133
ED01139,L00570,oracle_associated_with_schedule,F0135,F0010,schedule_supports_oracle,A0134
ED01140,L00570,schedule_supports_oracle,F0010,F0135,oracle_associated_with_schedule,A0134
ED01141,L00571,oracle_associated_with_schedule,F0135,F0082,schedule_supports_oracle,A0135
ED01142,L00571,schedule_supports_oracle,F0082,F0135,oracle_associated_with_schedule,A0135
ED01143,L00572,oracle_associated_with_schedule,F0135,F0090,schedule_supports_oracle,A0136
ED01144,L00572,schedule_supports_oracle,F0090,F0135,oracle_associated_with_schedule,A0136
ED01145,L00573,oracle_associated_with_schedule,F0135,F0102,schedule_supports_oracle,A0137
ED01146,L00573,schedule_supports_oracle,F0102,F0135,oracle_associated_with_schedule,A0137
ED01147,L00574,oracle_associated_with_schedule,F0139,F0036,schedule_supports_oracle,A0138
ED01148,L00574,schedule_supports_oracle,F0036,F0139,oracle_associated_with_schedule,A0138
ED01149,L00575,oracle_associated_with_schedule,F0139,F0058,schedule_supports_oracle,A0139
ED01150,L00575,schedule_supports_oracle,F0058,F0139,oracle_associated_with_schedule,A0139
ED01151,L00576,oracle_associated_with_schedule,F0140,F0036,schedule_supports_oracle,A0140
ED01152,L00576,schedule_supports_oracle,F0036,F0140,oracle_associated_with_schedule,A0140
ED01153,L00577,oracle_associated_with_schedule,F0140,F0058,schedule_supports_oracle,A0141
ED01154,L00577,schedule_supports_oracle,F0058,F0140,oracle_associated_with_schedule,A0141
ED01155,L00578,oracle_associated_with_schedule,F0141,F0110,schedule_supports_oracle,A0142
ED01156,L00578,schedule_supports_oracle,F0110,F0141,oracle_associated_with_schedule,A0142
ED01157,L00579,oracle_associated_with_schedule,F0142,F0078,schedule_supports_oracle,A0143
ED01158,L00579,schedule_supports_oracle,F0078,F0142,oracle_associated_with_schedule,A0143
ED01159,L00580,oracle_associated_with_schedule,F0142,F0080,schedule_supports_oracle,A0144
ED01160,L00580,schedule_supports_oracle,F0080,F0142,oracle_associated_with_schedule,A0144
ED01161,L00581,oracle_associated_with_schedule,F0144,F0010,schedule_supports_oracle,A0145
ED01162,L00581,schedule_supports_oracle,F0010,F0144,oracle_associated_with_schedule,A0145
ED01163,L00582,oracle_associated_with_schedule,F0144,F0082,schedule_supports_oracle,A0146
ED01164,L00582,schedule_supports_oracle,F0082,F0144,oracle_associated_with_schedule,A0146
ED01165,L00583,oracle_associated_with_schedule,F0144,F0090,schedule_supports_oracle,A0147
ED01166,L00583,schedule_supports_oracle,F0090,F0144,oracle_associated_with_schedule,A0147
ED01167,L00584,oracle_associated_with_schedule,F0144,F0102,schedule_supports_oracle,A0148
ED01168,L00584,schedule_supports_oracle,F0102,F0144,oracle_associated_with_schedule,A0148
ED01169,L00585,oracle_associated_with_schedule,F0145,F0010,schedule_supports_oracle,A0149
ED01170,L00585,schedule_supports_oracle,F0010,F0145,oracle_associated_with_schedule,A0149
ED01171,L00586,oracle_associated_with_schedule,F0145,F0082,schedule_supports_oracle,A0150
ED01172,L00586,schedule_supports_oracle,F0082,F0145,oracle_associated_with_schedule,A0150
ED01173,L00587,oracle_associated_with_schedule,F0145,F0090,schedule_supports_oracle,A0151
ED01174,L00587,schedule_supports_oracle,F0090,F0145,oracle_associated_with_schedule,A0151
ED01175,L00588,oracle_associated_with_schedule,F0146,F0010,schedule_supports_oracle,A0152
ED01176,L00588,schedule_supports_oracle,F0010,F0146,oracle_associated_with_schedule,A0152
ED01177,L00589,oracle_associated_with_schedule,F0146,F0081,schedule_supports_oracle,A0153
ED01178,L00589,schedule_supports_oracle,F0081,F0146,oracle_associated_with_schedule,A0153
ED01179,L00590,oracle_associated_with_schedule,F0146,F0082,schedule_supports_oracle,A0154
ED01180,L00590,schedule_supports_oracle,F0082,F0146,oracle_associated_with_schedule,A0154
ED01181,L00591,oracle_associated_with_schedule,F0146,F0090,schedule_supports_oracle,A0155
ED01182,L00591,schedule_supports_oracle,F0090,F0146,oracle_associated_with_schedule,A0155
ED01183,L00592,oracle_associated_with_schedule,F0147,F0010,schedule_supports_oracle,A0156
ED01184,L00592,schedule_supports_oracle,F0010,F0147,oracle_associated_with_schedule,A0156
ED01185,L00593,oracle_associated_with_schedule,F0147,F0081,schedule_supports_oracle,A0157
ED01186,L00593,schedule_supports_oracle,F0081,F0147,oracle_associated_with_schedule,A0157
ED01187,L00594,oracle_associated_with_schedule,F0147,F0082,schedule_supports_oracle,A0158
ED01188,L00594,schedule_supports_oracle,F0082,F0147,oracle_associated_with_schedule,A0158
ED01189,L00595,oracle_associated_with_schedule,F0147,F0090,schedule_supports_oracle,A0159
ED01190,L00595,schedule_supports_oracle,F0090,F0147,oracle_associated_with_schedule,A0159
ED01191,L00596,oracle_associated_with_schedule,F0150,F0077,schedule_supports_oracle,A0160
ED01192,L00596,schedule_supports_oracle,F0077,F0150,oracle_associated_with_schedule,A0160
ED01193,L00597,oracle_associated_with_schedule,F0150,F0109,schedule_supports_oracle,A0161
ED01194,L00597,schedule_supports_oracle,F0109,F0150,oracle_associated_with_schedule,A0161
ED01195,L00598,oracle_associated_with_schedule,F0150,F0110,schedule_supports_oracle,A0162
ED01196,L00598,schedule_supports_oracle,F0110,F0150,oracle_associated_with_schedule,A0162
ED01197,L00599,oracle_associated_with_schedule,F0150,F0111,schedule_supports_oracle,A0163
ED01198,L00599,schedule_supports_oracle,F0111,F0150,oracle_associated_with_schedule,A0163
ED01199,L00600,oracle_associated_with_schedule,F0152,F0010,schedule_supports_oracle,A0164
ED01200,L00600,schedule_supports_oracle,F0010,F0152,oracle_associated_with_schedule,A0164
ED01201,L00601,oracle_associated_with_schedule,F0152,F0081,schedule_supports_oracle,A0165
ED01202,L00601,schedule_supports_oracle,F0081,F0152,oracle_associated_with_schedule,A0165
ED01203,L00602,oracle_associated_with_schedule,F0152,F0082,schedule_supports_oracle,A0166
ED01204,L00602,schedule_supports_oracle,F0082,F0152,oracle_associated_with_schedule,A0166
ED01205,L00603,oracle_associated_with_schedule,F0152,F0090,schedule_supports_oracle,A0167
ED01206,L00603,schedule_supports_oracle,F0090,F0152,oracle_associated_with_schedule,A0167
ED01207,L00604,oracle_associated_with_schedule,F0164,F0010,schedule_supports_oracle,A0168
ED01208,L00604,schedule_supports_oracle,F0010,F0164,oracle_associated_with_schedule,A0168
ED01209,L00605,oracle_associated_with_schedule,F0164,F0082,schedule_supports_oracle,A0169
ED01210,L00605,schedule_supports_oracle,F0082,F0164,oracle_associated_with_schedule,A0169
ED01211,L00606,oracle_associated_with_schedule,F0164,F0090,schedule_supports_oracle,A0170
ED01212,L00606,schedule_supports_oracle,F0090,F0164,oracle_associated_with_schedule,A0170
ED01213,L00607,oracle_associated_with_schedule,F0165,F0010,schedule_supports_oracle,A0171
ED01214,L00607,schedule_supports_oracle,F0010,F0165,oracle_associated_with_schedule,A0171
ED01215,L00608,oracle_associated_with_schedule,F0165,F0082,schedule_supports_oracle,A0172
ED01216,L00608,schedule_supports_oracle,F0082,F0165,oracle_associated_with_schedule,A0172
ED01217,L00609,oracle_associated_with_schedule,F0165,F0090,schedule_supports_oracle,A0173
ED01218,L00609,schedule_supports_oracle,F0090,F0165,oracle_associated_with_schedule,A0173
ED01219,L00610,oracle_associated_with_schedule,F0166,F0010,schedule_supports_oracle,A0174
ED01220,L00610,schedule_supports_oracle,F0010,F0166,oracle_associated_with_schedule,A0174
ED01221,L00611,oracle_associated_with_schedule,F0166,F0082,schedule_supports_oracle,A0175
ED01222,L00611,schedule_supports_oracle,F0082,F0166,oracle_associated_with_schedule,A0175
ED01223,L00612,oracle_associated_with_schedule,F0166,F0090,schedule_supports_oracle,A0176
ED01224,L00612,schedule_supports_oracle,F0090,F0166,oracle_associated_with_schedule,A0176
ED01225,L00613,oracle_associated_with_schedule,F0167,F0110,schedule_supports_oracle,A0177
ED01226,L00613,schedule_supports_oracle,F0110,F0167,oracle_associated_with_schedule,A0177
ED01227,L00614,oracle_associated_with_schedule,F0168,F0111,schedule_supports_oracle,A0178
ED01228,L00614,schedule_supports_oracle,F0111,F0168,oracle_associated_with_schedule,A0178
ED01229,L00615,oracle_associated_with_schedule,F0169,F0110,schedule_supports_oracle,A0179
ED01230,L00615,schedule_supports_oracle,F0110,F0169,oracle_associated_with_schedule,A0179
ED01231,L00616,oracle_associated_with_schedule,F0170,F0077,schedule_supports_oracle,A0180
ED01232,L00616,schedule_supports_oracle,F0077,F0170,oracle_associated_with_schedule,A0180
ED01233,L00617,oracle_associated_with_schedule,F0171,F0111,schedule_supports_oracle,A0181
ED01234,L00617,schedule_supports_oracle,F0111,F0171,oracle_associated_with_schedule,A0181
ED01235,L00618,oracle_associated_with_schedule,F0172,F0104,schedule_supports_oracle,A0182
ED01236,L00618,schedule_supports_oracle,F0104,F0172,oracle_associated_with_schedule,A0182
ED01237,L00619,oracle_associated_with_schedule,F0173,F0104,schedule_supports_oracle,A0183
ED01238,L00619,schedule_supports_oracle,F0104,F0173,oracle_associated_with_schedule,A0183
ED01239,L00620,oracle_associated_with_schedule,F0174,F0104,schedule_supports_oracle,A0184
ED01240,L00620,schedule_supports_oracle,F0104,F0174,oracle_associated_with_schedule,A0184
ED01241,L00621,oracle_associated_with_schedule,F0175,F0078,schedule_supports_oracle,A0185
ED01242,L00621,schedule_supports_oracle,F0078,F0175,oracle_associated_with_schedule,A0185
ED01243,L00622,oracle_associated_with_schedule,F0175,F0079,schedule_supports_oracle,A0186
ED01244,L00622,schedule_supports_oracle,F0079,F0175,oracle_associated_with_schedule,A0186
ED01245,L00623,oracle_associated_with_schedule,F0175,F0080,schedule_supports_oracle,A0187
ED01246,L00623,schedule_supports_oracle,F0080,F0175,oracle_associated_with_schedule,A0187
ED01247,L00624,oracle_has_test_case,F0001,TC-F0001,test_case_tests_oracle,exact-label
ED01248,L00624,test_case_tests_oracle,TC-F0001,F0001,oracle_has_test_case,exact-label
ED01249,L00625,test_case_uses_schedule,TC-F0001,F0008,schedule_used_by_test_case,A0001
ED01250,L00625,schedule_used_by_test_case,F0008,TC-F0001,test_case_uses_schedule,A0001
ED01251,L00626,test_case_uses_schedule,TC-F0001,F0009,schedule_used_by_test_case,A0002
ED01252,L00626,schedule_used_by_test_case,F0009,TC-F0001,test_case_uses_schedule,A0002
ED01253,L00627,test_case_uses_schedule,TC-F0001,F0010,schedule_used_by_test_case,A0003
ED01254,L00627,schedule_used_by_test_case,F0010,TC-F0001,test_case_uses_schedule,A0003
ED01255,L00628,test_case_uses_schedule,TC-F0001,F0102,schedule_used_by_test_case,A0004
ED01256,L00628,schedule_used_by_test_case,F0102,TC-F0001,test_case_uses_schedule,A0004
ED01257,L00629,oracle_has_test_case,F0002,TC-F0002,test_case_tests_oracle,exact-label
ED01258,L00629,test_case_tests_oracle,TC-F0002,F0002,oracle_has_test_case,exact-label
ED01259,L00630,test_case_uses_schedule,TC-F0002,F0008,schedule_used_by_test_case,A0005
ED01260,L00630,schedule_used_by_test_case,F0008,TC-F0002,test_case_uses_schedule,A0005
ED01261,L00631,test_case_uses_schedule,TC-F0002,F0009,schedule_used_by_test_case,A0006
ED01262,L00631,schedule_used_by_test_case,F0009,TC-F0002,test_case_uses_schedule,A0006
ED01263,L00632,test_case_uses_schedule,TC-F0002,F0010,schedule_used_by_test_case,A0007
ED01264,L00632,schedule_used_by_test_case,F0010,TC-F0002,test_case_uses_schedule,A0007
ED01265,L00633,test_case_uses_schedule,TC-F0002,F0102,schedule_used_by_test_case,A0008
ED01266,L00633,schedule_used_by_test_case,F0102,TC-F0002,test_case_uses_schedule,A0008
ED01267,L00634,oracle_has_test_case,F0003,TC-F0003,test_case_tests_oracle,exact-label
ED01268,L00634,test_case_tests_oracle,TC-F0003,F0003,oracle_has_test_case,exact-label
ED01269,L00635,test_case_uses_schedule,TC-F0003,F0008,schedule_used_by_test_case,A0009
ED01270,L00635,schedule_used_by_test_case,F0008,TC-F0003,test_case_uses_schedule,A0009
ED01271,L00636,test_case_uses_schedule,TC-F0003,F0009,schedule_used_by_test_case,A0010
ED01272,L00636,schedule_used_by_test_case,F0009,TC-F0003,test_case_uses_schedule,A0010
ED01273,L00637,test_case_uses_schedule,TC-F0003,F0010,schedule_used_by_test_case,A0011
ED01274,L00637,schedule_used_by_test_case,F0010,TC-F0003,test_case_uses_schedule,A0011
ED01275,L00638,test_case_uses_schedule,TC-F0003,F0102,schedule_used_by_test_case,A0012
ED01276,L00638,schedule_used_by_test_case,F0102,TC-F0003,test_case_uses_schedule,A0012
ED01277,L00639,oracle_has_test_case,F0005,TC-F0005,test_case_tests_oracle,exact-label
ED01278,L00639,test_case_tests_oracle,TC-F0005,F0005,oracle_has_test_case,exact-label
ED01279,L00640,test_case_uses_schedule,TC-F0005,F0078,schedule_used_by_test_case,A0013
ED01280,L00640,schedule_used_by_test_case,F0078,TC-F0005,test_case_uses_schedule,A0013
ED01281,L00641,test_case_uses_schedule,TC-F0005,F0079,schedule_used_by_test_case,A0014
ED01282,L00641,schedule_used_by_test_case,F0079,TC-F0005,test_case_uses_schedule,A0014
ED01283,L00642,test_case_uses_schedule,TC-F0005,F0080,schedule_used_by_test_case,A0015
ED01284,L00642,schedule_used_by_test_case,F0080,TC-F0005,test_case_uses_schedule,A0015
ED01285,L00643,oracle_has_test_case,F0006,TC-F0006,test_case_tests_oracle,exact-label
ED01286,L00643,test_case_tests_oracle,TC-F0006,F0006,oracle_has_test_case,exact-label
ED01287,L00644,test_case_uses_schedule,TC-F0006,F0078,schedule_used_by_test_case,A0016
ED01288,L00644,schedule_used_by_test_case,F0078,TC-F0006,test_case_uses_schedule,A0016
ED01289,L00645,test_case_uses_schedule,TC-F0006,F0079,schedule_used_by_test_case,A0017
ED01290,L00645,schedule_used_by_test_case,F0079,TC-F0006,test_case_uses_schedule,A0017
ED01291,L00646,test_case_uses_schedule,TC-F0006,F0080,schedule_used_by_test_case,A0018
ED01292,L00646,schedule_used_by_test_case,F0080,TC-F0006,test_case_uses_schedule,A0018
ED01293,L00647,oracle_has_test_case,F0007,TC-F0007,test_case_tests_oracle,exact-label
ED01294,L00647,test_case_tests_oracle,TC-F0007,F0007,oracle_has_test_case,exact-label
ED01295,L00648,test_case_uses_schedule,TC-F0007,F0078,schedule_used_by_test_case,A0019
ED01296,L00648,schedule_used_by_test_case,F0078,TC-F0007,test_case_uses_schedule,A0019
ED01297,L00649,test_case_uses_schedule,TC-F0007,F0079,schedule_used_by_test_case,A0020
ED01298,L00649,schedule_used_by_test_case,F0079,TC-F0007,test_case_uses_schedule,A0020
ED01299,L00650,test_case_uses_schedule,TC-F0007,F0080,schedule_used_by_test_case,A0021
ED01300,L00650,schedule_used_by_test_case,F0080,TC-F0007,test_case_uses_schedule,A0021
ED01301,L00651,oracle_has_test_case,F0011,TC-F0011,test_case_tests_oracle,exact-label
ED01302,L00651,test_case_tests_oracle,TC-F0011,F0011,oracle_has_test_case,exact-label
ED01303,L00652,test_case_uses_schedule,TC-F0011,F0021,schedule_used_by_test_case,A0022
ED01304,L00652,schedule_used_by_test_case,F0021,TC-F0011,test_case_uses_schedule,A0022
ED01305,L00653,test_case_uses_schedule,TC-F0011,F0023,schedule_used_by_test_case,A0023
ED01306,L00653,schedule_used_by_test_case,F0023,TC-F0011,test_case_uses_schedule,A0023
ED01307,L00654,test_case_uses_schedule,TC-F0011,F0024,schedule_used_by_test_case,A0024
ED01308,L00654,schedule_used_by_test_case,F0024,TC-F0011,test_case_uses_schedule,A0024
ED01309,L00655,test_case_uses_schedule,TC-F0011,F0025,schedule_used_by_test_case,A0025
ED01310,L00655,schedule_used_by_test_case,F0025,TC-F0011,test_case_uses_schedule,A0025
ED01311,L00656,test_case_uses_schedule,TC-F0011,F0130,schedule_used_by_test_case,A0026
ED01312,L00656,schedule_used_by_test_case,F0130,TC-F0011,test_case_uses_schedule,A0026
ED01313,L00657,oracle_has_test_case,F0012,TC-F0012,test_case_tests_oracle,exact-label
ED01314,L00657,test_case_tests_oracle,TC-F0012,F0012,oracle_has_test_case,exact-label
ED01315,L00658,test_case_uses_schedule,TC-F0012,F0021,schedule_used_by_test_case,A0027
ED01316,L00658,schedule_used_by_test_case,F0021,TC-F0012,test_case_uses_schedule,A0027
ED01317,L00659,test_case_uses_schedule,TC-F0012,F0023,schedule_used_by_test_case,A0028
ED01318,L00659,schedule_used_by_test_case,F0023,TC-F0012,test_case_uses_schedule,A0028
ED01319,L00660,test_case_uses_schedule,TC-F0012,F0024,schedule_used_by_test_case,A0029
ED01320,L00660,schedule_used_by_test_case,F0024,TC-F0012,test_case_uses_schedule,A0029
ED01321,L00661,test_case_uses_schedule,TC-F0012,F0025,schedule_used_by_test_case,A0030
ED01322,L00661,schedule_used_by_test_case,F0025,TC-F0012,test_case_uses_schedule,A0030
ED01323,L00662,test_case_uses_schedule,TC-F0012,F0130,schedule_used_by_test_case,A0031
ED01324,L00662,schedule_used_by_test_case,F0130,TC-F0012,test_case_uses_schedule,A0031
ED01325,L00663,oracle_has_test_case,F0013,TC-F0013,test_case_tests_oracle,exact-label
